dialogue1|dialogue2
3 3988 1332 217 37 6|5 191 15 457 15 2546 11 170 1332 217 31 147 15 3861 15 3861 1332 622 31
7 1 58 35 644 2351 224 8559 31 11 34 35 16811 75 114 338 31|4 97 6 88 2 1843 6 88 2 1843 6 88 2 1843 6 97 97 97 97 6 57 58 114 2725 16812 14502 31 7 2 8 449 4402 31 14502 384 19 194 2351 88 8559 6
7 97 11 176 45 31|2 17411 6 6
4 50 37 6|2 62 2 9 80 2153 2 321 6 50 44 11 44 13 57 37
7 991 37|4 1843 15 1843 15 88 2 159 31 159 31 382 15 11 73 203 249 88 2655 107 31 296 2643 2656 4 48 31
6 191 15 105 2288 71 38 3861 67 472 1213 31|7 530 6 191 15 598 74 6
3 27 28 15 395 53 382 15 3920 493 57 107 204 15 191 50 176 16 181 261 16 651 435 224 13022 37|1 191 13 144 15 11 3801 96 4 318 232 195 432 20 390 11 1265 31 120 651 97 509 1363 31
2 16 482 129 284 3374 19 75 114 2312 6 384 175 15 11 161 296 1975 114 168 1278 15 991 37 384 175 15 3375 6 27 28 15 1843 15 11 21 22 48 31 11 73 18 15 38 11 73 1587 31|5 525 269 1403 37
7 204 31|1 124 15 994 31 410 1113 31 410 1113 31 32 15 395 15 242 17 8 243 244 94 37
1 97 15 287 62 58 13094 3025 31|5 11 344 31
3 38 50 58 726 416 37|6 97 6
7 3 104 27 37|6 97 15 464 2371 464 24 1127 435 242 161 1876 28 75 31 686 62 33 45 34 35 2342 15 11 353 35 2342 31
3 153 15 1594 6 11 21 222 85 6|1 3342 15 88 302 23 71 217 31
3 395 15 11 358 3866 75 7990 253 31 344 836 31|1 235 37 235 37
3 53 644 31 392 5 71 525 80 592 58 3408 31|7 80 728 15 728 525 80 592 2 3408 31 50 2 20 869 13 16 31
7 242 176 37|3 86 15 104 2722 2 31 16 106 20 2723 546 15 28 37 11 170 20 2724 10 31 2724 37 2724 37
4 404 15 235 15 88 2 794 50 62 58 31 62 2 224 321 31|6 86 15 16 34 2519 321 31
7 292 129 16 37|7 122 15 3861 6943 15 3861 458 126 23 6969 454 2838 31
5 191 15 346 16 3864 317 57 525 31|1 3861 32 620 3988 18 175 57 6547 6
4 11 3997 149 26 48 19 88 526 15 3866 21 35 2684 31 3920 21 24 230 175 224 74 31|1 50 37 3903 640 31 88 58 640 31 50 176 242 8 2282 578 249 5073 37 6
1 5502 242 178 374 504 20 2501 320 120 60 1193 177 4 9586 35 1059 3903 250 3610 38 250 3636 4072 6|4 122 1114 461 15 177 129 16 37
2 220 37 6|4 53 221 222 122 6 11 8 51 4 224 225 38 16 106 45 1 38 90 57 10 13 35 226 227 228 16 229 23 230 38 16 129 15 16 129 6
1 122 31 11 560 16 87 35 425 445 13 9966 31|2 404 15 11 176 6 38 16 129 598 6
5 220 15 40 15 40 31|4 97 15 16 40 6 57 58 1293 6
1 129 16 723 37|7 382 15 44 16 46 4 48 388 57 3062 37
4 53 15 11 73 203 15 16 17 17108 73 203 15 410 714 6|7 175 35 4733 392 6 17109 38 2250 6
3 191 15 16 229 125 126 654 35 425 1312 15 282 7105 374 23 603 867 20 68 31|2 3905 59 458 126 34 68 6 54 15 7709 3532 230 31 7 622 3875 46 2354 38 11 622 44 15 32 3903 172 3905 8 458 126 23 1037 31
1 50 37|3 53 15 11 16025 8887 203 31 11 2260 97 31
7 86 31 194 20 1964 37|6 1843 15 1 58 97 1964 31 88 2 20 5866 80 5847 2398 31 614 15 172 44 45 16 8 5867 71 37
4 404 31|7 525 15 63 15 918 94
1 54 31 16 395 15 16 125 126 744 24 118 37|6 284 31
6 224 776 258 37|4 50 37 6 50 37 6 7 170 876 4 3755 71 435 6 114 10040 170 1770 31
4 54 15 3861 203 31|2 221 6 320 3988 458 126 3571 249 62 6 1611 120 9144 20 3392 38 491 4 49 62 19 31 9145
5 50 129 16 291 37 150 20 167 19 80 230 6|3 191 15 88 525 176 59 34 16008 2 1725 175 62 31
3 91 15 62 2 555 1108 15 38 11 21 303 3715 31 11 316 45 3503 1865 6 11 94|5 27 28 31 11 322 48 19 38 11 322 357 4 882 24 244 47 15 54 37
4 86 31 62 170 20 2345 381 31 11704 1877 71 38 7 228 242 161 44 851 242 210 4 150 16 74 31 38 88 11 178 223 9 18419 94 11 44 45 60 102 50 2661 88 10 2 75 31|1 32 15 50 129 16 458 126 44 37
3 88 170 71 6|5 382 15 210 11 445 4 16 249 57 18207 381 37 320 16 1435 204 15 7 161 2978 16 92 20 18233 8 159 31 287 320 16 2718 71 15 16 161 23 440 9 5521 6
4 97 15 6979 44 45 15 11 457 44 45 102 292 11 73 578 249 6 32 6|3 1843 6 27 28 15 191 94 11 73 458 126 344 320 11 210 150 35 253 244 20 187 38 11 161 94 11 161 344 16 674 6
1 382 16 157 2832 19 80 57 6|3 159 6 34 16 532 21 1109 75 35 1320 80 224 776 9135 327 37 6
2 162 37 11 73 3659 996 31 382 15|4 279 9033 31
5 14781 6 38 479 20 13473 4 357 4 7301 88 3861 7507 4 222 31 177 58 120 37|1 3929 159 31 120 3875 102 3988 1587 31 38 120 3875 34 4 102 15 54 37 101 384 175 15 3905 18 814 31
4 148 15 191 11 73 59 84 74 754 15 287 223 16 31|3 97 15 75 204 2 225 6 120 2 74 6 120 2 74 6 54 15 40 1 15 11 161 23 431 75 35 1335 31 21 62 6
4 16 228 88 120 170 15 11 8 3915 11725 13 16 31|6 14817 31
1 220 15 57 58 224 2312 31|4 86 15 191 88 2 177 979 11 83 6 6
7 242 16025 3945 458 126 23 11083 6 384 175 6|3 16 703 19 230 37
2 11 3915 189 35 9833 2912 31|5 90 292 176 37
2 404 94 50 58 20 570 80 88 6159 37|3 16447 94 35 2625 2316 31 288 15 382 94 176 16 5 235 88 9 10 194 12 58 20 2799 10 16 349 532 1938 37
2 162 37 6|6 191 59 4864 15 3615 31 287 3880 8 5502 15 357 62 217 31 384 74 862 4008 12 49 62 31
5 72 6 8 5867 114 6310 6|7 16 482 34 509 35 640 1556 230 31
5 203 31|4 6471 15 114 221 6 88 170 32 5705 6 16 84 21 26 74 244 1197 16 2084 6 7 170 8 11176 27 431 16 31 88 558 349 2287 32 640 6
4 72 15 11 44 45 125 126 6674 730 15 287 222 2 321 58 2520 464 226 464 62 170 261 242 5038 6|2 1843 6 261 11 48 5790 13 76 6971 15 62 1187 35 425 1312 1481 15 1843 37 6
1 10738 37 10738 37 9966 6|7 97 31
4 287 13839 17806 87 47 776 1757 31|3 419 15 91 292 16025 5814 74 6 172 44 16 34 2954 37 408 15 172 33 120 34 2954 37
6 191 15 44 16 358 11 178 2817 37|4 11 358 62 463 23 833 80 640 6
5 16 3997 5 15 287 3861 876 4 774 20 5262 271 9487 16 482 6|3 27 28 15 91 6 320 57 58 8 35 226 4781 4 16 15 90 1112 249 62 15 27 28 37 6 57 1239 24 4 71 6 38 320 62 3875 283 383 4 16 15 90 16 178 150 19 80 1 15 880 3988 8 303 510 75 35 3392 6
6 191 15 11 73 293 175 35 5438 230 31|7 53 10834 31
5 16 283 1 2 269 272 525 80 240 31|1 91 15 16 316 45 44 57 816 31 27 28 15 320 16 44 57 15 11 73 15 11 73 458 126 15 11 73 15 11 73 458 126 94 608
5 86 6 62 2 35 1505 692 15 38 11 463 59 1531 2263 16 31 38 172 178 11 23 20 296 525 292 33 45 150 4 44 50 7 16695 1015 4 44 37|4 50 44 16 162 46 4 44 37
6 16 358 3866 3524 13774 37|1 11 358 7 210 23 31
1 54 31 14147 178 11 6037 92 224 965 32 3905 1725 4 1725 8161 178 11 6037 92 224 74 32 10214 839 4 1725 31|3 11 358 1725 4 1725 31
2 54 15 28 31|5 32 15 242 161 5 20 2620 38 292 1193 15 346 120 161 70 240 244 240 31
4 53 31|2 53 31 191 176 16 150 62 37 149 71 344 31
3 5502 50 37 11 358 3903 648 244 101 31 86 31 11 3864 46 4 23 431 13196 31|6 159 6 3936 44 62 801 16 6 11 3864 353 16 241 730 713 6 3861 458 126 654 62 175 114 776 6 7105 344 6 6 7105 27 344 6 6
4 16 27 102 37 33 204 102 37|6 53 97 15 204 3875 102 383 31
5 86 15 38 1 2 35 5475 80 2750 2751 88 94 50 2518 4 2750 2751 37|2 3 31 62 2 159 31
2 53 162 37 54 37 191 50 302 16 181 320 11 183 16 88 15 5502 15 204 241 235 463 4412 16 435 37|3 11 302 181 15 15040 15 392 6 699
1 54 15 91 15 7 2 59 458 126 1159 767 15 28 37|2 44 16 284 34 4 879 26 230 37
7 382 6 122 6|6 177 110 7 189 62 37
3 382 31|7 382 31
6 191 15 11 2899 6 54 37 16 106 45 377 20 2687 2204 31|4 236 15 384 175 6 50 58 20 226 1056 37 11 748 57 170 18 4 23 24 242 463 44 453 6 282 15 11 748 62 302 23 503 6
6 53 15 9823 6 242 748 16 228 13095 6|2 54 55 15 3880 48 6 3880 48 6
3 53 86 15 239 15 88 967 2061 31 86 31 6841 16 921 183 47 16 318 47 38 120 3915 181 62 74 15 90 120 1877 16 38 183 16 88 3857 232 10 15 32 86 15 48 4 3078 9985 6694 47 6|2 261 220 170 13 3634 15 50 176 16 44 37
7 54 15 11 348 16 210 903 20 2235 101 31|4 3160 114 338 6 53 15 16 482 651 435 31 3866 35 410 5379 3901 7 37 3861 18 6
4 475 15 86 15 71 555 31|6 88 2 118 31 11 3045 105 17 291 62 31
1 91 15 62 2 8 35 425 269 1101 94|5 191 15 50 37 50 37 50 58 62 37 88 120 168 16 37 88 120 427 893 37 88 120 168 16 244 232 195 88 427 893 37
2 91 31 11 73 239 1 2 9 4508 526 4 4509 57 6 614 15 34 35 2166 31 777 80 27 15 242 34 45 460 4510 15 11 73 222 1179 31|7 53 114 221 15 16 129 6 38 16 17 220 1732 6
3 122 31|7 382 31
3 53 6|7 16 452 57 175 35 7521 6
6 2396 53 222 6 348 50 6|5 210 16 344 114 3133 49 57 3597 37
1 191 11 2521 75 20 395 15 973 38 757 15 11 1181 4 20 2851 15 14866 270 767 31|5 191 57 58 640 31 5502 15 326 6221 106 20 296 381 88 170 458 126 3755 222 435 147 15 3929 162 2624 31
4 54 15 12141 6 236 37 6|6 382 408 6
2 1383 37|5 154 541 1720 6
7 3342 11 1378 6 3861 8 203 31|5 62 3997 1993 70 57 31 54 37 3936 1102 16 74 104 20 3477 31
6 97 15 11 210 2900 62 31 97 15 3861 35 3763 31|4 53 462 15 58 88 35 454 4087 9160 37
6 2093 6848 37|1 404 15 62 2 35 12043 287 488 9206 31
7 50 129 16 291 230 37|3 17957 6 17957 6 17957 6 17957 6
1 54 31|3 53 15 16 17 59 377 47 13 16 402 37
1 11 882 13867 5027 947 555 13868 31|7 3861 203 15 292 129 16 37
5 382 6|3 382 6 16 797 4 48 37
2 120 1663 16 2219 767 31|4 86 38 16 12447 6955 19 13 224 226 1217 5328 747 31
3 382 6|7 382 6
4 50 37 3443 35 1183 15 50 37 236 15 50 2 20 869 37|6 1154 2312 58 797 31
4 11 150 4 2244 114 776 4340 6|7 4389 6 6
5 3859 37|7 11 101 882 16 7315 38 614 15 35 7316 31 27 28 15 1919 31
7 11 316 45 749 1 2 1494 450 19 80 16 28 101 31 1 2 1494 450 19 80 16 6 58 62 37 58 62 37 62 2 114 3090 31|7 27 28 31 230 2 224 777 1059 31
2 10497 129 16 291 230 37 1611 120 11465 4 2207 47 3597 92 4 2502 20 1638 88 120 2 325 736 2 8864 31 9145|4 191 15 11 170 5291 778 431 230 8332 2219 57 4713 31 4 665 15 91 104 114 2688 15 282 15 344 767 35 425 111 31
2 54 15 278 70 204 38 11 129 7231 31 54 15 32 614 15 11 7246 777 32 88 1239 11 150 4 1435 777 31 29 31|3 223 16 31
6 16 125 126 44 62 28 101 37|7 640 6
7 530 6|4 11 102 15 11 102 15 287 395 8 15 11 73 664 16 15 1357 15 1357 16 150 2515 88 574 15 88 254 1222 8 2081 70 16 125 126 1265 15 4536 2 162 35 410 297 31
7 44 16 46 35 61 1856 37|5 404 392 31
7 53 5064 6|4 97 6 3864 181 88 6 3864 181 88 6
5 86 62 58 162 12050 31 11 283 15 11 274 261 11 777 1378 20 679 31|6 32 50 176 16 63 44 249 62 37
5 1279 1279 15 74 435 1 15 3395 31 50 110 16 283 271 88 37|7 53 15 8 1890 464 866 88 346 16 34 3396 891 31 282 15 88 16 1975 224 3397 464 35 526 80 255 64 104 35 1290 31
3 6368 6 6 11 349 87 20 375 390 532 6 7436 15 1571 57 19 6 101 15 11 73 458 126 10695 2515 20 574 13 16 15 43 62 58 4796 31|2 382 6
2 946 105 651 71 31|7 16 106 2288 37 50 17 16 458 126 44 37
2 3988 723 6|6 53 114 221 6 6
2 2401 381 6|6 32 88 641 3875 654 16 3571 37
3 27 28 6 230 242 48 6 11346 6 20 444 80 29 6|5 242 17 165 166 244 16 31
5 3877 1068 6|3 11 3864 1520 31 3878 236 31 3879 94 2189 6
2 94 236 94 37|6 94 38 94 37
3 86 6 177 16 1130 265 37 86 72 6|3 382 15 382 6 16 228 16 17 458 126 1509 35 9884 15 254 2 20 9884 37
4 50 37|2 1771 20 729 31 7216 20 5791 31 358 789 20 3392 6
7 235 58 1405 6 6|4 50 37 6
3 3090 80 35 1769 6|6 16395 34 16 460 37
4 86 6 97 88 2 50 11 170 486 31|7 32 11 73 1915 16 392 15 189 35 407 107 16 4546 71 31
7 53 31 54 6 177 210 11 451 16 37|1 191 15 395 15 44 16 34 35 14011 168 37
2 86 15 1764 31|1 50 35 640 492 6 88 322 150 220 4 6057 71 6
1 395 279 14472 15 210 11 1069 4 16 244 35 407 37|7 88 170 35 640 7817 147 31 176 16 150 35 425 321 545 37
4 392 15 50 249 16 38 235 37|2 88 2 2036 6 11 170 4220 38 1505 6
7 14737 6|7 3858 10065 736 6
1 5502 50 37 7309 59 60 458 126 445 249 57 31 54 37 57 425 381 58 431 31 11 102 16 34 35 1908 6 14527 6 38 11 102 249 20 540 14528 6 177 44 16 358 88 967 71 131 15 6027 37 6 16 710 71 6 16 3864 318 71 38 16 96 176 6 419 7856 14529 15 7856 14530 15 3936 23 28 13 16 31 3864 654 57 1067 38 3936 553 16 35 11515 2814 242 37|6 408 37
3 382 462 6|6 382 6
4 846 31 223 16 6|7 2971 6958 31
5 97 31 97 15 11 3926 31 44 16 102 172 11 559 27 326 7873 37 344 15 244 20 777 443 11 3915 46 16 4 23 2977 4 23 682 175 20 2093 817 13 9 14844 510 31|2 53 130 15 16 210 96 10559 71 31 54 15 16 210 5227 10559 71 31 287 384 175 15 62 3875 869 31 27 28 37 11 216 16 6 32 11 46 4 2093 175 114 252 187 13 114 2125 31 384 175 31 8 357 59 4 1876 224 747 104 27 31 1 16 48 31
6 129 16 72 37|7 86 15 11 73 159 15 11 73 159 31
6 54 15 3864 1978 31 3988 797 31|5 162 37
6 27 28 15 11 316 45 40 6|7 54 31 38 44 45 1978 15 11 73 59 8 458 126 189 16 19 244 3393 31
4 18313 6|1 34 45 87 68 75 245 1577 15 11 178 150 35 18314 244 88 6
6 172 58 204 291 88 37|1 11502 6 6 6 6
4 50 37|3 1 170 35 682 75 10154 94
5 222 31|2 11 73 622 59 493 59 2397 4 445 4 16 31
3 3861 32 1479 249 26 15 5502 37|7 1494 2046 35 100 37
5 124 37 124 37|4 124 37 1160 6 122 6 382 15 177 129 16 37 404 15 404 15 11 349 1378 15 653 15 88 58 32 640 31 162 37 53 31 54 31 54 15 191 11 73 1960 961 15 287 320 16 46 16 210 15 16 210 15 16 210 384 271 38 94 54 94 640 94 640 94 27 28 15 32 11 161 15 32 11 161 344 16 961 6 1172 54 94 1919 31 53 221 31 53 221 31 53 221 31
4 344 836 31|5 50 176 16 44 37
3 53 114 221 6 177 1853 80 371 360 176 16 34 37 371 129 3636 7526 31|5 86 15 5084 8 70 184 710 4 654 31
2 88 170 35 410 390 6|1 105 17 17028 224 872 15 105 17 17028 224 872 6 6
5 404 3905 27 75 230 38 242 302 318 244 16 4 624 240 6|1 191 382 6 3960 18 175 37 153 15 1486 15450 15 97 31 382 15 176 16 15 176 16 5 767 37
4 50 50 50 50 37|2 18649 6314 18650 31 11 176 45 102 7 170 75 57 2199 15 7 58 32 2189 31
7 53 15 2415 31 11 73 203 31 16 129 59 4500 175 20 5166 686 16 34 35 4564 1592 31|4 97 15 11 102 15 287 5167 8 51 175 31 7 2 28 1 15 7 2 21 20 1747 3904 175 15 11 94 210 11 5168 94
1 54 15 54 15 159 15 3988 28 31 3880 419 15 3880 189 35 774 15 3880 1486 324 15 54 15 3880 150 9 7931 7932 15 241 7933|4 97 31 35 774 194 240 31
4 530 6 57 58 32 650 6 50 713 37 50 713 37|3 191 15 88 58 35 3751 2748 80 6161 9313 31 38 395 88 58 303 1217 644 6 382 1217 644 6
4 86 11 176 45 14780 88 165 191 176 11 31|3 382
2 54 15 665 15 3988 35 8216 31|7 91 15 1112 20 1571 15 54 31 11 70 16 31 11 358 3988 640 31 384 175 15 50 44 16 181 37
5 11227 1130 265 2717 37|6 1345 31
2 88 58 32 263 31 11 318 16 31|5 32 16 102 57 4361 240 13 94
3 97 15 97 15 16 3997 15 16 3997 15 54 15 16 3997 15 16 3997 341 47 6749 15 16 8 3997 15 16 3997 15 16 3997 31|5 172 59 37 6
4 410 15 16 482 129 27 230 6|1 382 6 50 2 435 37
4 86 11 102 15 38 11 3045 16 748 62 302 23 118 31 287 3858 59 6|1 54 31 32 191 3936 665 15 3936 34 47 814 271 3015 31
6 622 31|2 320 236 106 114 1161 80 4697
1 203 6 203 6 53 15 1 6 382 7200 15 292 83 11 37 93 814 6|5 91 104 2893 204 4726 74 230 13 20 11838 31
4 191 15 346 3903 15 346 3903 162 4782 31|2 346 31 11 8 164 120 14830 177 775 3858 458 126 23 31
1 951 15 15241 3090 651 503 80 20 1638 88 12980 3092 129 15248 31|6 40 6 287 204 320 105 3864 150 2622 90 16 178 9374 360 431 31 654 767 23 1037 31
4 32 106 493 90 6|7 2110 6 287 777 15 242 21 22 500 31
3 3936 344 16 104 13986 31|6 54 31
1 11 73 159 6 382 15 11 73 640 6 11 73 1517 11 73 8 2027 80 240 31 1 2 97 17640 15 97 5262 31|4 97 13044 31
4 287 16 228 88 16 1358 26 6 11 283 50 596 37 6 176 836 8 421 224 1225 37 6|7 293 31
3 16 682 2972 37|5 153 31 395 15 11 44 45 102 177 4 5 16 57 15 287 120 2 75 222 2 3019 15 440 62 175 13 2953 15 88 2891 3020 31 153 15 91 104 88 15 11 176 102 177 4 5 16 31
4 419 31|1 292 2 1714 101 37
2 382 15 62 170 165 2391 6 16 17 8 16999 6|7 16 17 1351 6
2 162 37 20 2891 10 37|6 162 37 235 37
4 27 28 94 53 15 16008 5733 26 6|3 172 302 45 120 37 7 2 35 1867 297 6
7 54 15 344 836 6|4 12911 6
2 13329 13933 15 7528 13934 15 5073 8089|4 1865 6 6
4 53 15 29 15 16 102 50 15 1194 58 458 126 23 615 4 5 31|3 114 184 322 31
5 14609 37 6 57 58 3500 14610 6435 37 6|4 86 31
1 665 31 88 16 87 35 2294 444 461 562 13 35 10 1057 16216 31|6 50 6 172 37
7 11 44 45 102 31 346 18507 37|5 3215 31 1093 59 125 126 1538 57 31 32 15 16 532 2186 116 58 1067 15 16 102 2143 18 49 4879 241 440 3340 75 20 594 37
4 54 15 149 71 8 150 35 843 80 151 31|2 53 220 15 11 102 20 375 151 1757 38 3858 6119 903 31
2 230 15 149 71 357 31|1 53 15 53 88 2 28 15 11 3160 249 224 7358 4 18591 12680 31
2 62 2 32 263 31 62 162 58 31 62 332 57 226 3415 88 12849 92 4 57 13164 38 90 1 2 371 1217 14479 2585 94|6 17819 37 217 13 20 11039 15 50 129 16 37 18092 37
5 162 37|3 91 15 16 482 34 460 4 945 1621 3871 532 460 75 15 34 11 532 87 9876 175 3963 37
5 11 102 15 11 210 44 57 31|2 153 15 38 11 210 44 57 31
2 53 644 15 105 358 105 129 32 11555 2373 13 240 6 287 15 344 15 105 44 45 102 88 242 102 88 105 102 6 32|5 846 404 15 20 11556 549 20 14681 6
3 53 31 129 16 239 16 44 45 46 4 384 37 9868 11424 15 11425 11426 15 105 150 1307 38 146 31|1 88 2 54 15 1907 31
2 5502 50 37 3861 458 126 654 57 435 4 16 31 11 3801 16 35 6365 15 38 3988 458 126 150 35 6365 31|5 222 6 40 6
5 4 20 168 15 4 20 1841 1842 6|4 475 94 11 73 159 31
3 191 15 11 94 11 102 794 50 11 73 458 126 44 6|5 162 37 70 16 34 35 12689 37
3 382 408 31|4 154 8041 62 6 6
3 946 8448 15 242 106 3615 31 244 63 567 6|7 545 6 1867 6
7 236 15 172 44 45 16 384 75 20 785 253 38 1102 1154 1037 37|6 53 15 357 38 154 71 6
1 2042 31 2042 31 2042 31 3905 59 5032 1865 31|2 204 57 58 20 296 381 168 88 332 35 1233 104 1960 31
7 53 221 15 853 31|1 62 2 20 1042 217 15 210 11 15 53 31
2 16 91 3095 3118 15 16 162 44 31|6 86 37 129 16 239 15 162 31 18581 120 11117 435 35 6065 38 3347 20 1756 19061
2 382 15 242 302 622 23 785 230 320 8088 2023 20 505 25 6|4 191 62 1505 15 1454 505 6
5 50 303 3059 11367 4 4992 11368 31 282 9 229 882 62 4939 15 11 128 882 62 3154 31|6 382 55 15 220 170 32 410 147 31 120 176 45 11360 104 27 31
5 191 15 120 278 20 5871 5927 80 88 31|4 38 120 2 59 2617 37
4 53 6 191 3880 91 244 767 31 9231 6 129 371 767 37|7 97 31
3 162 37|1 86 31
6 50 37 6|4 50 58 20 1722 37 6
2 29 15 120 170 8821 20 8822 3929 493 62 75 31|3 191 15 11 358 242 27 4128 24 31
1 38 90 15 70 918 975 75 35 1535 7 21 4 20 3872 107 11 176 15 38 3873 27 431 20 3874 31|4 3871 96 493 88 31
2 62 2 59 2153 6 54 37 62 2 57 454 10 38 7 2 162 410 31|4 191 15 11 73 203 11 73 59 18 4 303 1170 2501 6
5 54 15 54 15 11 5 16 50 31 16 658 232 775 597 2143 38 242 150 216 230 402 31|7 48 6 384 175 6 658 6
6 57 58 222 31|7 2042 6
3 32 15 176 16 879 35 425 24 244 204 37|7 17623 62 2 146 16 168 104 114 2312 31
2 530 15 88 58 35 2386 31 8 525 425 505 15 395 15 172 59 204 2 253 37|7 2980 15 242 1181 249 88 287 224 238 332 32 1853 3894 18691 38
3 4532 37|6 11 102 249 224 707 31
2 53 40 11 3160 114 8397 31|1 50 37 53 15 54 31 40 230 31
5 97 59 54 15 16 3997 91 244 6806 256 6|6 287 242 34 4 6
1 120 2 59 220 31|7 1843 15 57 58 2717 1871 13 5975 143 6013 1736 31 57 58 5975 2750 4129 15 38 371 129 5975 6014 1666 31 8 70 20 6015 6016 31
2 11 2591 57 2312 6 101 15 57 58 35 13505 2312 6 5502 15 533 178 23 13 35 13466 15 44 16 102 50 11 283 37 6|7 86 6 3988 340 15 16 353 4 23 13 132 269 8019 31 346 132 13 15 35 9916 4 4917 8502 31 241 35 13434 31
3 53 31 54 31 382 15 210 11 2350 57 789 37|4 313 6 54 15 3861 59 224 115 31
7 204 37 88 1127 114 1128 31|4 273 37
2 236 3903 2617 6|3 11 3997 749 120 302 181 88 555 16 31
5 35 1556 254 97 525 322 532 150 19 1501 37|6 97 6 358 249 62 15 3858 35 5804 88 64 189 261 105 353 4 56 15 3858
3 1866 918 6 16 296 150 525 269 15 6642 6|1 32 15 50 176 16 312 37
1 86 31 28 31 1966 62 31 11 210 44 88 31|1 382 15 462 6
7 54 31|7 3936 624 16 31
5 53 384 175 6 6|1 54 15 2204 15 50 44 16 358 37
7 918 1577 31|6 918 1577 37 54 94 57 58 374 2114 80 114 2725 15 287 16447 15 177 461 44 16 358 16 17 458 126 173 1211 47 37
2 11 73 458 126 2555 767 4 114 443 31|7 191 15 11 73 9077 31 11 748 242 9715 443 31 222 276 97 97 31 344 15 75 114 3019 11 2555 114 5438 2294 1267 2004 31
5 162 37|2 86 6 53 404 6
1 170 1 383 16 176 25 13 16008 37|4 404 15 80 728 1 58 6 54 37 11 73 59 3550 6
1 53 114 221 31 62 2 70 7926 2 2561 31|4 53 221 31 50 249 16 15 1907 37 50 302 16 553 435 15 68 241 1017 37
5 419 15 8317 8318 15 35 1867 1879 8319 31|3 221 15 11 8 15 11 717 47 6 11 717 47 6 6 13 47 15 8320 15 3861 32 8321 38 8320 15 3861 32 190 15 5473 38 8322 15 11 897 32 8323
7 57 58 20 186 193 244 2942 10770 4 10771 31 20 186 193 31|1 190 2371 11 348 31
5 44 16 46 35 15929 37|3 392 6
7 191 11 283 15 3988 6713 4 500 13 31 16 3864 60 34 10048 230 31|1 191 15 242 3915 34 6581 230 432 10049 15 1107 32
4 236 5737 9704 670 37 6|2 86 15 120 5737 27 12712 12713 146 31 120 2542 47 455 178 34 35 2039 15 35 641 2351 62 31
4 122 6|7 220 31
7 120 15 101 11 169 88 38 101 3861 4692 31 91 104 71 15 3861 162 15031 3861 340 15 13160 104 71 15 699 3861 440 60 15032 31 11 358 11 374 178 48 31|6 3342 6 3903 54 15 4008 8 500 431 31 54 37 122 6 3861 236 31
6 3710 6 3710 6 3880 744 194 20 1570 546 6 991 37|5 462 6 6
5 50 37 50 129 16 15 50 129 16 578 249 37|3 105 34 35 1035 453 15 282 31 3877 70 15 3877 70 35 911 15 38 320 15 11 3864 102 15 3857 554 105 463 654 88 12 15 11 102 11 3927 46 4 23 20 10 292 4189 75 20 526 80 88 31 129 16 54 37 44 16 125 126 419 15 384 3260 35 6259 10 37
5 122 94 31 614 94 54 15 881 795 94 302 23 94 235 6 235 58 114 416 15 38 15 395 94 94 122 31|7 404 15 16 228 88 31
5 1 58 59 525 321 175 88 281 31|1 382 15 4045 1989 74 15 28 37 38 8889 162 503 15 38 3929 1486 15 862 3861 108 2391 175 31 282 37 11 283 440 431 220 170 32 15 282 37 282 15 38 3861 108 205 8890 217 31 38 101 320 11 48 435 1 15 862 11 852 47 15 38 15 8891 11 125 126 852 47 15 8194 62 3875 12 19 15 28 37 44 11 162 125 126 452 128 49 88 217 37
3 11 3864 102 31|5 50 37
1 55 452 1062 13415 92 6 6 6 101 57 58 35 30 1748 6 6|7 1154 881 8851 58 20 1817 6547 4 5049 31 62 491 4 13418 13419 76 35 76 13412 80 13420 31
1 640 31 640 31|3 54 15 101 395 15 75 10467 80 20 2218 5520 15 3871 21 16 15 71 15 38 235 38 3861 458 126 2218 6767 6841 15 191 15 3897 460 578 249 57 190 182 31
2 50 58 20 869 13 16 37 6 44 16 46 4 323 734 20 7415 37 44 16 46 4 323 734 20 7415 37 6|4 148 6 16 176 59 1815 552 542 6
3 3903 2617 31|7 346 3858 2617 75 35 1910 599 15 35 599 801 2836 3560 38 9712 15 287 16 59 75 35 1910 599 15 16 75 35 1042 101 31 344 88 2891 75 20 4727 15 7 38 11 710 4 1621 453 27 20 443 75 1812 77 15 287 101 6792 6 382 15 6792 6 3858 71 9713 6 194 9714 6 11 9715 114 9716 116 16 644 6 11 980 16 114 4571 2541 6 344 15 7 5339 7 3864 60 230 71 6
6 382 31 50 35 390 31 11 559 47 6274 31 20 1042 80 6275 468 15 6276 6277 15 6278 80 6279 31|4 120 2 622 13 16 37
4 16 17 1159 6|1 94 316 45 15 316 45 35 10 1253 35 7649 7650 4 726 1908 2 3674 7651 6 6
6 9874 15 11 150 20 1403 101 31|3 54 91 15 91 15 149 71 504 16 35 505 15 261 105 106 291 62 175 3963 15 170 62 70 162 2189 37
6 86 31|4 13 114 2344 2318 38 114 2938 204 37
4 53 28 15 6841 16 284 2207 224 327 92 104 20 2132 80 918 38 1621 8153 175 224 839 7603 31|6 27 28 15 282 1112 8149 31 20 526 4 1336 1332 58 16 34 4 2093 85 75 35 4098 80 8154 15 38 90 536 75 20 8155 80 2294 2669 1878 736 31
3 50 37|1 11 463 504 47 4 385 13 71 6
4 1843 15 191 15 3358 217 31|2 1843 31
